NAME,TIPOINSTIT,TIPOINSTI2,TIPOLOCALI,TIPOLOCAL2,TIPOUNIDAD,TIPOUNIDA0,TIPOTIPOLO,TIPOTIPOL0,TIPOSUBTIP,TIPOSUBTI0,TIPOENTIDA,TIPOENTID0,TIPOMUNICI,TIPOMUNIC0,TIPOJURISD,TIPOJURIS0,CLAVE,NUMCONSUL,NUMCAM,NOMBRE,DOMICILIO,ASENTAMIEN,COLONIA,NOINT,NOEXT,OBSDIREC,CODPOST,RESPONSABL,LADA,TELEFONO,EMAIL,FECHACONST,FECHAINICI,MARCA,MODELO,CAPACIDAD,TIPOUNID01,TIPOUNID02,TIPOCARAV,TIPOCARAV2,TIPOTIPO01,TIPOTIPO02,TIPOCONTRO,TIPOCONTR0,TIPOMOVUNI,TIPOMOVUN0,TIPOESTUNI,TIPOESTAUN,OBSERV,FECHAALTA,FECHAMOV,TIPONIVELA,TIPONIVEL0,TIPOACREDI,TIPOESTACR,TIPOESTAC0,TIPOUNI,TIPOUNI2,TIPOOBRA,TIPOOBRA2,LATITUD,LONGITUD,OID
JCSSA002125,SSA,SECRETARIA DE SALUD,1,EL GRULLO,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,37,EL GRULLO,7,AUTLAN,JCSSA002125,0,0,MODULO EL GRULLO,HIDALGO,,ALAMO,,584,HIDALGO 584  COL. ALAMO,48740,DRA. FLOR HAIDEE ZU NIGA GARCIA,321,3870740,regionautlan@gmail.com,,01/08/1998 12:00:00 a.m.,CHEVROLET,2005,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,19.811,-104.226,724
JCSSA013680,SSA,SECRETARIA DE SALUD,1,EL GRULLO,CE,UNIDAD DE CONSULTA EXTERNA,H,URBANO DE 05 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,37,EL GRULLO,7,AUTLAN,JCSSA013680,5,0,CENTRO DE SALUD EL GRULLO,GENERAL ANAYA,,CENTRO,,11,GENERAL ANAYA NO. 11  COL. CENTRO,48740,DR. CARLOS ALFONSO FREGOSO ROBLES,999,9999999,regionautlan@gmail.com,01/06/1963 12:00:00 a.m.,17/02/2012 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CAMBIO DE ESTATUS DE 1P A 1. CAMBIO DE RESPONSABLE DE LA UNIDAD Y NO TIENE TELEFONO. NO SE REPORTO ANTES EL INICIO DE OPERACIONES  YA QUE EN LA PLATAFORMA DEL SISTEMA DE INFORMACION A PARTIR DE ENERO 2012 LO ACTIVO  POR LO QUE CREIMOS SE HABIA REGISTRADO,25/04/2011 12:00:00 a.m.,17/04/2012 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,19.8053,-104.215,725
JCSSA009235,SSA,SECRETARIA DE SALUD,1,EL GRULLO,CE,UNIDAD DE CONSULTA EXTERNA,UNE,UNIDAD DE ESPECIALIDADES MEDICAS (UNEMES),UNE01,UNEMES DE SALUD MENTAL,14,JALISCO,37,EL GRULLO,7,AUTLAN,JCSSA009235,2,0,CENTRO INTEGRAL DE SALUD MENTAL EL GRULLO,LEONA VICARIO,MUNICIPIO LIBRE Y DOMINGO RAMOS,CENTRO,,526,ESTA SITUADO EN LA PARTE TRASERA DEL HOSPITAL DE PRIMER CONTACTO EL GRULLO.,48740,ROSA ISELA JAVIER CASTILLO,321,3875347,saludmentalelgrullo@hotmail.com,10/11/2011 12:00:00 a.m.,01/08/2012 12:00:00 a.m.,,,,,,,,,,,,A,ALTA,1,EN OPERACION,SOLICITAMOS CLUES POR SER UNIDAD PERTENECIENTE A LA SSA Y PARA SU ACREDITACION.,18/11/2014 12:29:02 p.m.,18/11/2014 12:29:02 p.m.,1,PRIMER NIVEL,,2,NO ACREDITADA,2,URBANO,1,OBRA NUEVA,19.8127229,-104.2267106,726
JCSSA009154,SSA,SECRETARIA DE SALUD,1,EL GRULLO,CE,UNIDAD DE CONSULTA EXTERNA,UNE,UNIDAD DE ESPECIALIDADES MEDICAS (UNEMES),UNE04,UNEMES PADECIMIENTOS CARDIOVASCULARES  SORID,14,JALISCO,37,EL GRULLO,7,AUTLAN,JCSSA009154,3,0,UNEME CRONICO EL GRULLO,LEONA VICARIO,BELISARIO DOMINGUEZ Y MUNICIPIO LIBRE,CENTRO,,520,NUNGUNA,48740,DR. MANUEL DE JESUS JOYA ADAME,0,0,mariorp28@hotmail.com,04/11/2011 12:00:00 a.m.,04/11/2012 12:00:00 a.m.,,,,,,,,,,,,A,ALTA,1,EN OPERACION,EL TRAMITE SE PROLONGA DEBIDO AL USO DEL NUEVO SISTEMA DEL SISTEMA DE INFORMACION QUE RETARDA EL PROCESO.,12/06/2013 01:47:10 p.m.,12/06/2013 01:47:10 p.m.,1,PRIMER NIVEL,,2,NO ACREDITADA,2,URBANO,1,OBRA NUEVA,,,727
JCSSA002130,SSA,SECRETARIA DE SALUD,7,AYUQUILA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,37,EL GRULLO,7,AUTLAN,JCSSA002130,1,2,CENTRO DE SALUD AYUQUILA,DEPORTISTAS,,CENTRO,,4 C,DEPORTISTAS 4 C  COL. CENTRO,48745,DRA. FLOR HAIDEE ZU NIGA GARCIA,321,3717005,regionautlan@gmail.com,01/05/1993 12:00:00 a.m.,01/05/1994 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.84,-104.271,728
JCSSA002632,SSA,SECRETARIA DE SALUD,1,LA HUERTA,HO,UNIDAD DE HOSPITALIZACION,N,HOSPITAL INTEGRAL (COMUNITARIO),NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002632,6,21,HOSPITAL COMUNITARIO LA HUERTA,MARCELINO GARCIA BARRAGAN,,DE LA CRUZ,,SIN NUMERO,MARCELINO GARCIA BARRAGAN SIN NUMERO  COL. DE LA CRUZ,48850,DRA. MARICELA LEPE LOPEZ,357,3840034,regionautlan@gmail.com,01/09/1963 12:00:00 a.m.,01/09/1964 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,2,SEGUNDO NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,19.481,-104.646,729
JCSSA002644,SSA,SECRETARIA DE SALUD,1,LA HUERTA,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002644,0,0,MODULO LA HUERTA,MARCELINO GARCIA BARRAGAN,,DE LA CRUZ,,SIN NUMERO,MARCELINO GARCIA BARRAGAN SIN NUMERO  COL. DE LA CRUZ,48850,DRA. MARICELA LEPE LOPEZ,357,3840034,regionautlan@gmail.com,,01/08/1997 12:00:00 a.m.,FORD,2007,1000,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,19.485,-104.643,730
JCSSA013383,SSA,SECRETARIA DE SALUD,1,LA HUERTA,CE,UNIDAD DE CONSULTA EXTERNA,UNE,UNIDAD DE ESPECIALIDADES MEDICAS (UNEMES),UNE02,UNEMES DE ADICCIONES  CAPA  NUEVA VIDA,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA013383,3,0,CENTRO DE ATENCION PRIMARIA EN ADICCIONES NUEVA VIDA LA HUERTA,GOMEZ FARIAS ENTRE MANGOS Y LIMONES,,QUINTA DEL ROSARIO,,62,CALLE GOMEZ FARIAS 62 ENTRE MANGOS Y LIMONES  COL. QUINTA DEL ROSARIO,48850,LIC. RAFAEL RODRIGUEZ GONZALEZ,357,3841606,capalahuerta@hotmail.com,01/12/2007 12:00:00 a.m.,01/12/2008 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,15/06/2009 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,19.4857,-104.635,731
JCSSA013120,SSA,SECRETARIA DE SALUD,1,LA HUERTA,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA013120,2,0,CARAVANA DE LA SALUD LA HUERTA,MARCELINO GARCIA BARRAGAN,,CENTRO,,SIN NUMERO,MARCELINO GARCIA BARRAGAN S/N  COL. CENTRO,48850,DRA. MARICELA LEPE LOPEZ,357,3840034,regionautlan@gmail.com,,01/02/2008 12:00:00 a.m.,FORD,2008,5000,1,UNIDADES MEDICAS MOVILES,NUEVA,UNIDAD MEDICA MOVIL NUEVA,2,CONSULTORIOS DE MEDICINA GENERAL Y ESTOMATOLOGIA,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,29/02/2008 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,19.4857,-104.642,732
JCSSA002656,SSA,SECRETARIA DE SALUD,22,COFRADIA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002656,1,1,CENTRO DE SALUD LA COFRADIA,ENTRADA PRINCIPAL A UN COSTADO DE LA CASETA TELEFONICA,,CENTRO,,,ENTRADA PRINCIPAL A UN COSTADO DE LA CASETA TELEFONICA  COL. CENTRO,48850,DRA. MARICELA LEPE LOPEZ,200,1247390,regionautlan@gmail.com,01/02/1981 12:00:00 a.m.,01/02/1982 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.5169,-104.717,733
JCSSA002661,SSA,SECRETARIA DE SALUD,26,LA CONCEPCION (LA CONCHA),CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002661,1,2,CENTRO DE SALUD LA CONCEPCION,20 DE NOVIEMBRE,,CENTRO,,24,20 DE NOVIEMBRE 24  COL. CENTRO,48870,DRA. MARICELA LEPE LOPEZ,357,3841177,regionautlan@gmail.com,01/06/1977 12:00:00 a.m.,01/06/1978 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.4934,-104.562,734
JCSSA002673,SSA,SECRETARIA DE SALUD,41,FRANCISCO VILLA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002673,1,0,CENTRO DE SALUD FRANCISCO VILLA,ALVARO OBREGON ESQUINA 20 DE NOVIEMBRE,,CENTRO,,282,ALVARO OBREGON 282 ESQUINA 20 DE NOVIEMBRE  COL. CENTRO,48878,DRA. MARICELA LEPE LOPEZ,315,3510481,regionautlan@gmail.com,01/02/1980 12:00:00 a.m.,01/02/1981 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.3844,-104.972,735
JCSSA002685,SSA,SECRETARIA DE SALUD,62,LA MANZANILLA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002685,1,5,CENTRO DE SALUD LA MANZANILLA,CEDRO,,CENTRO,,220,CEDRO 220  COL. CENTRO,48980,DRA. MARICELA LEPE LOPEZ,315,3515117,regionautlan@gmail.com,01/09/1988 12:00:00 a.m.,01/09/1989 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.2899,-104.782,736
JCSSA002690,SSA,SECRETARIA DE SALUD,99,SAN MATEO,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002690,1,3,CENTRO DE SALUD SAN MATEO,AVILLOS,,CENTRO,,30,AVILLOS 30  COL. CENTRO,48495,DRA. MARICELA LEPE LOPEZ,315,3339959,regionautlan@gmail.com,01/12/1999 12:00:00 a.m.,01/12/2000 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.5817,-105.097,737
JCSSA002702,SSA,SECRETARIA DE SALUD,123,JUAN GIL PRECIADO,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002702,1,2,CENTRO DE SALUD JUAN GIL PRECIADO,ANGEL PADILLA,,CENTRO,,11,ANGEL PADILLA 11  COL. CENTRO,48854,DRA. MARICELA LEPE LOPEZ,315,3339982,regionautlan@gmail.com,01/02/1980 12:00:00 a.m.,01/02/1981 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.604,-105.07,738
JCSSA002714,SSA,SECRETARIA DE SALUD,137,PUEBLO CAREYES,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002714,0,0,UNIDAD DE URGENCIAS CAREYES,ARTESANOS,,,,SIN NUMERO,CALLE ARTESANOS S/N CAREYES,48850,DR. VEREMUNDO GALLARDO RIVAS,315,3510170,regionautlan@gmail.com,,01/12/1999 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,B,BAJA,B,BAJA,2,FUERA DE OPERACION (TOTAL O PARCIAL),BAJA.UNIDAD PRIVADA TERMINACION DE CONVENIO,31/12/2005 12:00:00 a.m.,02/06/2010 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,1,RURAL,NES,NO ESPECIFICADO,19.4447,-105.023,739
JCSSA002726,SSA,SECRETARIA DE SALUD,139,NUEVO MIGUEL HIDALGO,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002726,1,0,CENTRO DE SALUD MIGUEL HIDALGO NUEVO,AVENIDA PREPARATORIA,,CENTRO,,20,AVENIDA PREPARATORIA 20  COL. CENTRO,48930,DRA. MARICELA LEPE LOPEZ,315,3517076,regionautlan@gmail.com,01/08/1968 12:00:00 a.m.,01/08/1969 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.3539,-104.89,740
JCSSA002731,SSA,SECRETARIA DE SALUD,139,NUEVO MIGUEL HIDALGO,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002731,0,0,MODULO MIGUEL HIDALGO NUEVO,AVENIDA PREPARATORIA,,CENTRO,,20,AVENIDA PREPARATORIA 20  COL. CENTRO,48930,DRA. MARICELA LEPE LOPEZ,315,3517076,regionautlan@gmail.com,,01/08/1997 12:00:00 a.m.,NISSAN PICK UP,2004,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,1,RURAL,NES,NO ESPECIFICADO,19.3538,-104.89,741
JCSSA002743,SSA,SECRETARIA DE SALUD,146,PERULA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,43,LA HUERTA,7,AUTLAN,JCSSA002743,1,0,CENTRO DE SALUD PUNTA PERULA,JUAREZ Y PARGO,,CENTRO,,3,JUAREZ Y PARGO 3  COL. CENTRO,48854,DRA. MARICELA LEPE LOPEZ,315,3339804,regionautlan@gmail.com,01/02/1989 12:00:00 a.m.,01/02/1990 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.5902,-105.127,742
JCSSA003233,SSA,SECRETARIA DE SALUD,1,JUCHITLAN,CE,UNIDAD DE CONSULTA EXTERNA,B,RURAL DE 02 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,52,JUCHITLAN,7,AUTLAN,JCSSA003233,3,3,CENTRO DE SALUD JUCHITLAN,CONSTITUCION,,CENTRO,,108,CONSTITUCION 108  COL. CENTRO,48600,DRA. MARIA LUCIA ALEJANDRE DIAZ,349,3740144,regionautlan@gmail.com,01/10/1963 12:00:00 a.m.,01/10/1964 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,20.0863,-104.099,743
JCSSA003245,SSA,SECRETARIA DE SALUD,14,LOS GUAJES,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,52,JUCHITLAN,7,AUTLAN,JCSSA003245,1,3,CENTRO DE SALUD LOS GUAJES,LOPEZ MATEOS,,CENTRO,,335,LOPEZ MATEOS 35  COL. CENTRO,48630,DRA. MARIA LUCIA ALEJANDRE DIAZ,349,3744024,regionautlan@gmail.com,01/12/1984 12:00:00 a.m.,01/12/1985 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.0867,-104.025,744
JCSSA003455,SSA,SECRETARIA DE SALUD,1,EL LIMON,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,54,EL LIMON,7,AUTLAN,JCSSA003455,3,2,CENTRO DE SALUD EL LIMON,GUADALUPE VICTORIA,,CENTRO,,2,GUADALUPE VICTORIA 2  COL. CENTRO,48700,DR. DANIEL RAMIREZ SANCHEZ,321,3730022,regionautlan@gmail.com,01/10/1962 12:00:00 a.m.,01/10/1963 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,19.826,-104.162,745
JCSSA003460,SSA,SECRETARIA DE SALUD,1,EL LIMON,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,54,EL LIMON,7,AUTLAN,JCSSA003460,0,0,MODULO EL LIMON,GUADALUPE VICTORIA,,CENTRO,,2,GUADALUPE VICTORIA 2  COL. CENTRO,48700,DR. DANIEL RAMIREZ SANCHEZ,321,3730022,regionautlan@gmail.com,,01/08/1997 12:00:00 a.m.,CHEVROLET,2005,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,19.826,-104.162,746
JCSSA003472,SSA,SECRETARIA DE SALUD,2,LA CIENEGA,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,54,EL LIMON,7,AUTLAN,JCSSA003472,1,2,CENTRO DE SALUD LA CIENEGA,INSURGENTES,,CENTRO,,21,INSURGENTES 21  COL. CENTRO,48720,DR. DANIEL RAMIREZ SANCHEZ,321,3731773,regionautlan@gmail.com,01/07/1974 12:00:00 a.m.,01/07/1975 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.8381,-104.138,747
JCSSA003484,SSA,SECRETARIA DE SALUD,7,SAN MIGUEL HIDALGO,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,54,EL LIMON,7,AUTLAN,JCSSA003484,1,2,CENTRO DE SALUD SAN MIGUEL DE HIDALGO,REVOLUCION,,CENTRO,,1410,REVOLUCION 1410  COL. CENTRO,48715,DR. DANIEL RAMIREZ SANCHEZ,321,3731810,regionautlan@gmail.com,01/11/1990 12:00:00 a.m.,01/11/1991 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,19.8632,-104.082,748
JCSSA004336,SSA,SECRETARIA DE SALUD,1,VILLA PURIFICACION,CE,UNIDAD DE CONSULTA EXTERNA,B,RURAL DE 02 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,68,VILLA PURIFICACION,7,AUTLAN,JCSSA004336,3,4,CENTRO DE SALUD PURIFICACION,JUAREZ,,CENTRO,,380,JUAREZ 380  COL. CENTRO,48800,DR. RAUL PELAYO RAMOS,357,3750055,regionautlan@gmail.com,01/12/1957 12:00:00 a.m.,01/12/1958 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,19.7187,-104.61,749
JCSSA004341,SSA,SECRETARIA DE SALUD,1,VILLA PURIFICACION,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,68,VILLA PURIFICACION,7,AUTLAN,JCSSA004341,0,0,MODULO PURIFICACION,JUAREZ,,CENTRO,,380,JUAREZ 380  COL. CENTRO,48800,DR. RAUL PELAYO RAMOS,357,3750055,regionautlan@gmail.com,,01/08/1997 12:00:00 a.m.,CHEVROLET,2005,500,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,19.7187,-104.61,750
